Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
El Nuevo Herald,elnuevoherald,126339201288,392787,2020-09-25 15:12:07 EDT,Native Video,8,3,0,0,0,0,0,1,0,original,424,424,0,00:01:20,https://www.facebook.com/elnuevoherald/posts/10158997740716289,Las noticias más destacadas de la semana. Lea la nota aqui: https://hrld.us/3i16zhF,https://www.facebook.com/elnuevoherald/videos/783207049198599/,,,El Noticierito: Sanciones a Cuba; Elecciones Venezuela; Bloomberg invierte en Biden,,,,12,12
El Comercio de Colorado,elcomercioco,572513926188453,6589,2020-09-30 19:09:32 EDT,Link,2,0,9,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/elcomercioco/posts/3056457654460722,"@KenSalazar: ""Trump está tirando manotadas de ahogado"". Vea la respuesta demócrata al debate presidencial republicano. Donald J. Trump #debate Joe Biden @JoeBiden Ken Salazar https://elcomerciodecolorado.com/ken-salazar-trump-esta-tirando-manotadas-de-ahogado/",http://ow.ly/voAS50BG2vi,https://elcomerciodecolorado.com/ken-salazar-trump-esta-tirando-manotadas-de-ahogado/,,"Ken Salazar: ""Trump está tirando manotadas de ahogado"" - El Comercio de Colorado",RESPUESTA DEMÓCRATA AL PRIMER DEBATE PRESIDENCIAL.,,,11,11
La Esquina,Laesquinalouisville,119804901504967,5125,2020-09-28 22:57:09 EDT,Link,9,0,1,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Laesquinalouisville/posts/1754649591353815,"📲 Los temas forman parte de los seis de la lista que incluye, el historial de Trump y Biden, la Corte Suprema de Justicia, la pandemia del coronavirus, la economía, la tensión racial y la violencia en las ciudades de Estados Unidos, así como la integridad de la elección.",http://laesquina.live/primer-debate-presidencial-en-cleveland/,,,Primer debate presidencial en Cleveland - La Esquina,"(Voa noticias). En medio de la COVID-19 y a un mes de las elecciones, el presidente y candidato Donald Trump y Joe Biden, su...",,,11,11
LIDER News Alabama,lidernews.alabama,646051552170788,69736,2020-09-10 07:57:01 EDT,Native Video,7,0,4,0,0,0,0,0,0,original,1201,1262,0,00:02:18,https://www.facebook.com/lidernews.alabama/posts/3028539737255279,"TRUMP RECORRE EE.UU. CON LA PROMESA DE UNA VACUNA Y UNA RECUPERACION ECONOMICA -Donald Trump dio inicio el martes a una gira por Florida, Carolina del Norte, Michigan, Pensilvania y Nevada en un intento de disputarle votos a su rival demócrata Joe Biden, que pese a su perfil bajo encabeza las encuestas para las elecciones del 3 de noviembre en Estados Unidos.",https://www.facebook.com/lidernews.alabama/videos/622634641752144/,,,TRUMP RECORRE EE.UU. CON LA PROMESA DE UNA VACUNA Y UNA RECUPERACION ECONOMICA,,,,11,11
Enlace Latino NC,EnlaceLatinoNC,288888641597422,5716,2020-08-19 09:53:36 EDT,Link,11,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/EnlaceLatinoNC/posts/912719339214346,"La candidatura fue oficializada con el apoyo de 3.558 delegados frente a los 1.151 que obtuvo su rival en las primarias, el senador Bernie Sanders. #Tuvotoespoder",https://enlacelatinonc.org/joe-biden-confirmado-por-los-democratas-como-su-candidato-a-la-presidencia-de-estados-unidos/,,,"Joe Biden, confirmado por los demócratas como su candidato a la Presidencia de Estados Unidos - Enlace Latino","Los demócratas confirmaron la noche del martes a Joe Biden como candidato a la Presidencia de Estados Unidos, de cara a los comicios",,,11,11
Memphis Noticias,memphisnoticias,512230335467075,28415,2020-09-30 09:00:06 EDT,Photo,2,5,1,0,0,1,0,2,0,,0,0,0,N/A,https://www.facebook.com/memphisnoticias/posts/3548245525198859,"🚨El primer debate presidencial: entre el caos por las interrupciones de Trump y el fracaso del moderador en poner orden. ➡️ Estos fueron algunos momentos clave del primer debate presidencial. ➡️ Trump habló del informe del New York Times sobre la baja cantidad de impuestos que ha pagado a lo largo de los años: ""No quiero pagar impuestos"", dijo. Aunque al mismo tiempo dijo que paga millones, sin aclarar si la cifra de $750 pagados en 2016 y 2017 era correcta. ➡️ Biden respondió en diversas ocasiones a los ataques que hizo Trump a su hijo, Hunter. En algún punto del debate Trump planteó los problemas de Hunter Biden con la adicción a las drogas. ""Mi hijo tenía un problema de drogas, pero lo superó y estoy orgulloso de él"", respondió Biden. ➡️ Trump se negó a criticar explícitamente a los supremacistas blancos por incitar a la violencia en las manifestaciones contra la brutalidad policial en todo el país: “Claro, estoy dispuesto a (decirles que se retiren), pero diría que casi todo lo que veo es de la izquierda, no de la derecha"", dijo evitando hacer una condena clara y frontal como le pedía el moderador Chris Wallace. ➡️ Mientras el presidente continuaba interrumpiendo a Biden cuando intentaba responder una pregunta sobre la Corte Suprema, el candidato demócrata le dijo: ""¿Quieres callarte, hombre?"", en lo que se convirtió en uno de los momentos virales de la noche. ➡️ Wallace terminó el debate del martes preguntando a cada candidato si se comprometería a instar a la calma entre sus partidarios y prometer no hacer un reclamo preventivo de la victoria mientras aún se contabilizan los votos. ➡️ Biden dijo que sí, mientras que Trump se negó.",https://www.facebook.com/memphisnoticias/photos/a.512241408799301/3548237505199661/?type=3,,,,,,,11,11
HOY en Delaware,HOYenDelaware,206215486072780,12799,2020-09-29 21:13:45 EDT,Link,8,1,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/HOYenDelaware/posts/3982598541767770,#ENDIRECTO - Primer debate de los candidatos a la Presidencia de los Estados Unidos. Moderador: Chris Wallace. Traducción simultánea en español.,https://www.telemundo.com/noticias/2019/08/27/en-vivo-primer-debate-presidencial-tmvo5796716,,,EN VIVO: Primer debate presidencial,"Cobertura especial del primer encuentro cara a cara de Donald Trump y Joe Biden antes de las elecciones. Expertos analizan las posibilidades de los candidatos, Noticias Telemundo verifica las respuestas.",,,11,11
Telemundo Nebraska,TelemundoNebraska,263264790714993,40516,2020-09-16 13:02:18 EDT,Live Video Complete,9,0,0,2,0,0,0,0,0,original,581,581,0,00:16:10,https://www.facebook.com/TelemundoNebraska/posts/3372360272787373,"RADIONOTICIAS TELEMUNDO Y EL NOTICIERO TELEMUNDO NEBRASKA PRESENTAN: EL SEGMENTO DEL SENADOR TONY VARGAS. QUIEN ESTE MIÉRCOLES NOS HABLARÁ DEL EVENTO VIRTUAL DEL CANDIDATO DEMÓCRATA JOE BIDEN PARA PROMOVER EL VOTO HISPANO. Si desea comunicarse con el Senador Vargas, puede enviarle un correo a: info@vargasfornebraska.com También puede encontrar más información en español sobre cómo registrarse para votar, en la página de Heartland Workers Center: www.heartlandworkerscenter.org:=:https://www.heartlandworkerscenter.org/ #YoVotoPorMiFamilia ***El Senador Tony Vargas estará obsequiando máscaras este domingo 20 de septiembre a las 9 de la mañana, afuera del supermercado Jacobo's en el sur de Omaha.***",https://www.facebook.com/TelemundoNebraska/videos/3372360272787373/,,,SEN. VARGAS RELATA SU EXPERIENCIA EN EVENTO CON ACTIVISTA DOLORES HUERTA,,,,11,11
El Tiempo Las Vegas,ElTiempoLV,103094256415136,3198,2020-10-13 23:00:08 EDT,Link,6,1,0,3,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElTiempoLV/posts/3500160453375149,El candidato presidencial demócrata hizo campaña en el este de #LasVegas mediante un evento privado con hispanos.,https://eltiempolv.com/noticias/nos-reunimos-con-lideres-latinos-que-luchan-por-el-respeto-joe-biden-130572/,,,“Nos reunimos con líderes latinos que luchan por el respeto”: Joe Biden,"Sabiendo la importancia que tiene Nevada en las próximas elecciones del 3 de noviembre, el candidato presidencial demócrata, Joe Biden, visitó el...",,,11,11
El Informador,elinformadorusa,327787777325303,161733,2020-10-08 14:30:08 EDT,Link,5,2,0,0,1,3,0,0,0,,0,0,0,N/A,https://www.facebook.com/elinformadorusa/posts/3057222701048450,"🔴 «No voy a hacer un debate virtual (…) No, no voy a perder el tiempo con un debate virtual», dijo el gobernante a la cadena de televisión conservadora, a la que concede frecuentemente entrevistas.",https://elinformadorusa.com/trump-dice-que-no-participara-en-un-debate-virtual-con-biden/,,,Trump dice que no participará en un debate virtual con Biden | PERIODICO HISPANO EN MICHIGAN - HISPANIC NEWS PAPER MICHIGAN,"Inicio MUNDO NACIONAL Trump dice que no participará en un debate virtual con Biden Trump dice que no participará en un debate virtual con Biden 8 octubre, 2020 1 0 Facebook Twitter Pinterest WhatsApp Washington, 8 oct (ELINFORMADORUSA/EFE News).- El presidente Donald Trump afirmó este jueves que ...",,,11,11
El Informador,elinformadorusa,327787777325303,161623,2020-09-29 20:00:04 EDT,Link,11,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/elinformadorusa/posts/3030308383739882,"🔴 La ciudad de Cleveland, en el estado clave de Ohio, ha extremado las medidas de seguridad antes del primero de los tres debates entre los dos candidatos, que comenzará a las 9 pm EST y durará 90 minutos, sin pausas publicitarias.",https://elinformadorusa.com/trump-y-biden-se-preparan-para-su-primer-cara-a-cara/,,,Trump y Biden se preparan para su primer cara a cara | PERIODICO HISPANO EN MICHIGAN - HISPANIC NEWS PAPER MICHIGAN,"Inicio VIDEOS MOVIL Trump y Biden se preparan para su primer cara a cara Trump y Biden se preparan para su primer cara a cara 29 septiembre, 2020 4 0 Facebook Twitter Pinterest WhatsApp Cleveland (OH), 29 sep (ELINFORMADORUSA/EFE News).- El presidente, Donald Trump, y su rival en las elecciones de n...",,,11,11
El Informador,elinformadorusa,327787777325303,160987,2020-09-08 09:18:39 EDT,Link,3,3,0,0,2,2,0,1,0,,0,0,0,N/A,https://www.facebook.com/elinformadorusa/posts/2964250463679008,"⭕️ Trump llegó incluso a insultar al candidato presidencial demócrata, al afirmar: «Biden es una persona estúpida, ustedes lo saben».",https://elinformadorusa.com/trump-y-biden-se-acusan-mutuamente-de-politizar-la-futura-vacuna-de-covid-19/,,,Trump y Biden se acusan mutuamente de politizar la futura vacuna de COVID-19 | PERIODICO HISPANO EN MICHIGAN - HISPANIC NEWS PAPER MICHIGAN,"Inicio MUNDO NACIONAL Trump y Biden se acusan mutuamente de politizar la futura vacuna de... Trump y Biden se acusan mutuamente de politizar la futura vacuna de COVID-19 7 septiembre, 2020 4 0 Facebook Twitter Pinterest WhatsApp Washington, 8 sep (ELINFORMADORUSA/EFE News).- El presidente de EE.UU.,...",,,11,11
Telemundo 42,Telemundo42,214211678695116,41742,2020-08-18 10:58:44 EDT,Link,6,2,0,1,0,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo42/posts/3343027405813512,"#NoticiasTelemundo: Los demócratas se retrataron como los indicados para sanar al país de sus varias dolencias: la pandemia del coronavirus; las tensiones raciales; la polarización y división; y la prioridad número uno a combatir, el liderazgo considerado fallido del presidente.",https://tlmdo.co/3kTNRvh,https://www.telemundo.com/noticias/noticias-telemundo/politica/un-sanador-los-democratas-presentan-biden-como-antidoto-las-crisis-de-la-administracion-tmna3828684,,"""Un sanador"": los demócratas presentan a Biden como antídoto a las crisis de la Administración Trump","Los demócratas se retrataron como los indicados para sanar al país de sus varias dolencias: la pandemia del coronavirus; las tensiones raciales; la polarización y división; y la prioridad número uno a combatir, el liderazgo considerado fallido del presidente.",,,11,11
Aldiadallas,aldiadallas,87179074225,61826,2020-09-28 23:30:29 EDT,Link,11,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/aldiadallas/posts/10157720779819226,⭕️| #Elecciones2020 | Cuándo y dónde son los tres debates presidenciales entre Donald Trump y Joe Biden. Aquí los detalles.,https://www.dallasnews.com/espanol/al-dia/estados-unidos/2020/09/28/cuando-y-donde-son-los-tres-debates-presidenciales-entre-donald-trump-y-joe-biden/,,,Cuándo y dónde son los tres debates presidenciales entre Donald Trump y Joe Biden,Donald Trump y Joe Biden se verán las caras en tres ocasiones antes de enfrentarse en las urnas el 3 de noviembre para saber quién ocupará la Casa Blanca...,,,11,11
Jambalaya News Louisiana,JambalayaNewsLA,136046919759639,35134,2020-10-10 11:23:14 EDT,Link,5,4,0,0,2,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/JambalayaNewsLA/posts/3787378024626492,"No habrá segundo debate presidencial, por el momento.",https://jambalayanews.com/noticias/nacionales/item/22591-cancelan-el-segundo-debate-entre-trump-y-biden-por-desacuerdos-en-el-formato,,,Cancelan el segundo debate entre Trump y Biden por desacuerdos en el formato - Jambalaya News - Louisiana,"La Comisión de Debates Presidenciales, el órgano no partidista que organiza estos cara a cara, canceló este viernes el encuentro entre el presidente de los EEUU, Donald Trump, y el aspirante demócrata a la Casa Blanca, Joe Biden, que estaba previsto para el próximo 15 de octubre, por desacuerdo...",,,11,11
Providence En Español,Providence.En.Espanol,157048251774,81113,2020-10-08 18:54:09 EDT,Link,6,2,0,0,0,3,0,0,0,,0,0,0,N/A,https://www.facebook.com/Providence.En.Espanol/posts/10157962802246775,El presidente Donald Trump confirmó que este viernes volverá a la campaña electoral pese a haber contraído la COVID-19.,http://providenceenespanol.com/trump-rechazo-debate-virtual-con-biden-pero-regresa-a-su-campana/,,,Trump rechaza debate virtual con Biden pero regresa a su campaña - Providence en Español,"Trump vuelve a la campaña electoral con un mitin virtual pese a su contagio de COVID-19. WASHINGTON/EFE – El presidente Donald Trump confirmó que este viernes volverá a la campaña electoral pese a haber contraído la COVID-19, con un mitin virtual por la radio. Trump, que hace una semana confi...",,,11,11
Al DÍA News Media,ALDIANews,527107927342776,8647,2020-10-15 17:19:10 EDT,Link,9,0,0,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/ALDIANews/posts/3307259879327553,Joe Biden’s new Spanish ads target Puerto Rican voters in swing states. But they're not running in them. They’re running in Puerto Rico. https://aldianews.com/articles/politics/puerto-rico-residents-urged-mobilize-mainland-family-new-biden-ad/60852,https://aldianews.com/articles/politics/puerto-rico-residents-urged-mobilize-mainland-family-new-biden-ad/60852,,,Puerto Rico residents urged to mobilize mainland family in new Biden ad,Joe Biden’s new Puerto Rico ad targets Puerto Rican voters in swing states. But it’s not running in them.,,,11,11
Al DÍA News Media,ALDIANews,527107927342776,8604,2020-09-17 15:56:12 EDT,Native Video,8,0,3,0,0,0,0,0,0,original,118,202,0,00:00:36,https://www.facebook.com/ALDIANews/posts/3221917707861771,"Content producer Ericka Conant shares a clip of Kamala Harris speaking about the Latino vote at Taller Puertorriqueño in Philadelphia, Pennsylvania.",https://www.facebook.com/ALDIANews/videos/469614250662512/,,,,,,,11,11
TELEMUNDO LAS VEGAS,TELEMUNDOLASVEGAS,182653188441402,147721,2020-10-07 09:50:23 EDT,Link,10,0,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TELEMUNDOLASVEGAS/posts/4706649639375045,Harris visitó el monumento “This is the place” junto al exsenador Scott Howel. https://trib.al/E0B9vWm:=:https://www.telemundolasvegas.com/fotosyvideos/kamala-harris-ya-en-utah-lista-para-el-debate/2102998/,https://trib.al/E0B9vWm,https://www.telemundolasvegas.com/fotosyvideos/kamala-harris-ya-en-utah-lista-para-el-debate/2102998/,,Kamala Harris ya está en Utah: la candidata visita monumento antes del debate vicepresidencial,Harris visitó el monumento “This is the place” junto al exsenador Scott Howel.,,,11,11
TELEMUNDO LAS VEGAS,TELEMUNDOLASVEGAS,182653188441402,147693,2020-09-29 23:44:42 EDT,Link,6,5,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TELEMUNDOLASVEGAS/posts/4667811719925504,Trump y Biden se enfrentan este martes en el primer debate presidencial a solo semanas de las elecciones. https://trib.al/TRB5cmq:=:https://www.telemundolasvegas.com/noticias/decision/el-voto-latino-clave-en-estados-decisivos/2101538/,https://trib.al/TRB5cmq,https://www.telemundolasvegas.com/noticias/decision/el-voto-latino-clave-en-estados-decisivos/2101538/,,El voto latino: clave en estados decisivos,Trump y Biden se enfrentan este martes en el primer debate presidencial a solo semanas de las elecciones.,,,11,11
